Date,Country,City,Street,Location,Avg Reliability
5 may 2025,MX,Zapopan,Av. Base Aérea Militar,Point(-103.437969 20.762745),5
5 may 2025,MX,Guadalajara,Colomos,Point(-103.373424 20.693756),7
5 may 2025,MX,Tlaquepaque,Contreras Medellín,Point(-103.313655 20.639102),5
5 may 2025,MX,Zapopan,Pontevedra,Point(-103.441535 20.786886),5
5 may 2025,MX,Guadalajara,Francisco Huízar,Point(-103.281822 20.658556),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.363837 20.648716),6
5 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,Point(-103.425806 20.714912),6
5 may 2025,MX,Guadalajara,General Eulogio Parra,Point(-103.375598 20.68726),5
5 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,Point(-103.300635 20.712954),5
5 may 2025,MX,Guadalajara,Hacienda Cofradía del Rosario,Point(-103.300457 20.693792),5
5 may 2025,MX,Guadalajara,Hacienda Cofradía del Rosario,Point(-103.300736 20.694409),5
5 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas Túnel,Point(-103.409097 20.673273),6
5 may 2025,MX,Zapopan,Av. de la Calma,Point(-103.413281 20.634621),6
5 may 2025,MX,Guadalajara,Av. 16 de Septiembre,Point(-103.348186 20.667104),6
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.410003 20.64023),8
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.357588 20.732826),7
5 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,Point(-103.355385 20.699748),10
5 may 2025,MX,Guadalajara,Jesús García,Point(-103.376577 20.689275),5
5 may 2025,MX,Zapopan,Av. Acueducto,Point(-103.414408 20.719094),5
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.364525 20.734557),5
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.358739 20.733134),5
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.360179 20.73352),10
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.360683 20.73366),5
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla (Carriles Izquierdos),Point(-103.376491 20.6768),6
5 may 2025,MX,Guadalajara,Av. Cruz del Sur,Point(-103.389013 20.641697),10
5 may 2025,MX,Tlaquepaque,Prol. Av. Colón,Point(-103.409923 20.594672),7
5 may 2025,MX,Guadalajara,Av. Revolución Pte.,Point(-103.310594 20.651069),5
5 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,Point(-103.28372 20.703513),5
5 may 2025,MX,Guadalajara,Av. Revolución,Point(-103.305786 20.647946),5
5 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,Point(-103.408105 20.672306),5
5 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,Point(-103.419614 20.678365),5
5 may 2025,MX,Guadalajara,Av. Cruz del Sur,Point(-103.390278 20.640619),5
5 may 2025,MX,Guadalajara,Hacienda de Tala,Point(-103.271191 20.687333),7
5 may 2025,MX,Zapopan,Valle de los Imperios,Point(-103.426987 20.78121),10
5 may 2025,MX,Guadalajara,Av. de las Américas,Point(-103.377201 20.70696),10
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.437409 20.711291),5
5 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,Point(-103.373503 20.695722),7
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.436755 20.631805),5
5 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,Point(-103.428879 20.680344),5
5 may 2025,MX,Tlaquepaque,Aeropuerto,Point(-103.321678 20.58907),6
5 may 2025,MX,Guadalajara,Av. Plutarco Elías Calles,Point(-103.297141 20.669196),5
5 may 2025,MX,Zapopan,Av. Industria Textil,Point(-103.39181 20.747029),5
5 may 2025,MX,Zapopan,null,Point(-103.452988 20.694162),5
5 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,Point(-103.374434 20.693838),5
5 may 2025,MX,Zapopan,Av. Acueducto,Point(-103.407818 20.710567),6
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.329133 20.586311),5
5 may 2025,MX,Zapopan,Colima / Morelia / Tlajomulco,Point(-103.428517 20.614976),5
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.428675 20.616106),6
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.430204 20.618764),5
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.366955 20.676914),5
5 may 2025,MX,Guadalajara,Lateral Av. Mariano Otero,Point(-103.388436 20.656959),5
5 may 2025,MX,Guadalajara,General Coronado,Point(-103.364464 20.689537),5
5 may 2025,MX,Guadalajara,José María Narváez,Point(-103.29547 20.683435),10
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.428341 20.756319),5
5 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,Point(-103.42136 20.722172),5
5 may 2025,MX,Tlaquepaque,Prolongación Av. Colón,Point(-103.417283 20.589202),10
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.410134 20.74328),5
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.417613 20.690012),6
5 may 2025,MX,Zapopan,Lateral Av. Patria,Point(-103.380448 20.712483),5
5 may 2025,MX,Guadalajara,Av. Dr. Roberto Michel,Point(-103.345798 20.662734),8
5 may 2025,MX,Guadalajara,Av. López Mateos Norte,Point(-103.37665 20.69063),6
5 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,Point(-103.428625 20.756759),6
5 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,Point(-103.455857 20.690293),5
5 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,Point(-103.381205 20.683599),6
5 may 2025,MX,Tlaquepaque,Arroyo del Real,Point(-103.41024 20.594476),5
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.37573 20.701512),5
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.414241 20.6101),5
5 may 2025,MX,Zapopan,Av. General Ramón Corona,Point(-103.452963 20.731222),5
5 may 2025,MX,Zapopan,Prol. Mariano Otero,Point(-103.439673 20.630424),5
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.402925 20.607284),10
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.375618 20.701176),5
5 may 2025,MX,Zapopan,Carretera a Saltillo,Point(-103.346255 20.744488),6
5 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,Point(-103.329607 20.626528),6
5 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,Point(-103.4097 20.73341),5
5 may 2025,MX,Guadalajara,Circunvalación de Oblatos,Point(-103.307496 20.691216),6
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.417701 20.725936),5
5 may 2025,MX,Zapopan,Prol. Mariano Otero,Point(-103.445614 20.630033),8
5 may 2025,MX,Zapopan,Av. Guadalajara Sur,Point(-103.432983 20.758707),5
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.367787 20.735478),7
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.373432 20.695877),5
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.374929 20.699396),5
5 may 2025,MX,Guadalajara,Calz. Independencia Nte.,Point(-103.321584 20.712477),8
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.423852 20.61281),7
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.37372 20.697089),7
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.353471 20.677215),6
5 may 2025,MX,Guadalajara,Lateral Av. de las Américas,Point(-103.373413 20.695935),7
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.417571 20.690018),5
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.349769 20.575933),6
5 may 2025,MX,Guadalajara,Calz. Independencia Nte.,Point(-103.331399 20.694715),5
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.403664 20.738643),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.359862 20.646318),5
5 may 2025,MX,Guadalajara,Av. Revolución Pte.,Point(-103.335754 20.667396),5
5 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,Point(-103.452233 20.698825),9
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.41507 20.703043),5
5 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,Point(-103.382008 20.658173),5
5 may 2025,MX,Zapopan,Av. Mariano Otero,Point(-103.427319 20.633069),5
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.421814 20.611918),5
5 may 2025,MX,Zapopan,Av. Mariano Otero,Point(-103.420184 20.637655),5
5 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,Point(-103.45215 20.698926),5
5 may 2025,MX,Zapopan,Av. Universidad,Point(-103.421543 20.703445),5
5 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,Point(-103.345364 20.723622),10
5 may 2025,MX,Guadalajara,Av. López Mateos Norte,Point(-103.37594 20.691826),5
5 may 2025,MX,Guadalajara,Av. Javier Mina,Point(-103.328997 20.672045),10
5 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,Point(-103.381905 20.65872),5
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.415493 20.700867),7
5 may 2025,MX,Zapopan,Prol. Mariano Otero,Point(-103.445642 20.629952),10
5 may 2025,MX,Zapopan,Av. Santa Margarita,Point(-103.433054 20.729791),10
5 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,Point(-103.395193 20.66594),5
5 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,Point(-103.375799 20.691765),9
5 may 2025,MX,Tlaquepaque,Artes Plásticas,Point(-103.35106 20.613003),10
5 may 2025,MX,Zapopan,Av. Camino a Bosques de San Isidro,Point(-103.38565 20.747124),5
5 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,Point(-103.411993 20.674398),5
5 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,Point(-103.381739 20.590766),6
5 may 2025,MX,Zapopan,Periférico Sur Manuel Gómez Morín,Point(-103.4221 20.611997),5
5 may 2025,MX,Zapopan,Av. Santa Margarita,Point(-103.446422 20.730578),7
5 may 2025,MX,Zapopan,Av. Naciones Unidas,Point(-103.418824 20.688091),5
5 may 2025,MX,Tlaquepaque,Av. Magallanes,Point(-103.444272 20.565165),10
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.428335 20.614211),5
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.356258 20.73247),10
5 may 2025,MX,Guadalajara,Apolonio Moreno,Point(-103.294817 20.706835),9
5 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,Point(-103.333801 20.628797),5
5 may 2025,MX,Guadalajara,Fray Junípero Serra,Point(-103.343949 20.691245),8
5 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas,Point(-103.402119 20.669049),5
5 may 2025,MX,Tlaquepaque,Lateral Calz. Lázaro Cárdenas,Point(-103.325055 20.624979),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.377482 20.655863),10
5 may 2025,MX,Guadalajara,null,Point(-103.383889 20.679821),10
5 may 2025,MX,Guadalajara,Av. Terranova,Point(-103.386463 20.692557),8
5 may 2025,MX,Zapopan,null,Point(-103.437825 20.597968),6
5 may 2025,MX,Guadalajara,Av. Jesús Michel González,Point(-103.375147 20.612963),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.359604 20.646443),5
5 may 2025,MX,Zapopan,Av. Guadalupe,Point(-103.404122 20.665997),5
5 may 2025,MX,Guadalajara,Av. Cristóbal Colón,Point(-103.384254 20.62793),5
5 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,Point(-103.337838 20.63202),5
5 may 2025,MX,Zapopan,Calzada Circunvalación Poniente,Point(-103.441352 20.683203),5
5 may 2025,MX,Zapopan,Lateral Carretera a Nogales,Point(-103.459609 20.701331),5
5 may 2025,MX,Guadalajara,Lateral Periférico Nte. Manuel Gómez Morín,Point(-103.302733 20.713801),5
5 may 2025,MX,Zapopan,Lateral Av. Base Aérea Militar,Point(-103.441239 20.758908),5
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.435261 20.602215),6
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.411768 20.707601),8
5 may 2025,MX,Tlaquepaque,Emiliano Zapata,Point(-103.306929 20.642601),5
5 may 2025,MX,Guadalajara,Lateral,Point(-103.307487 20.716044),5
5 may 2025,MX,Guadalajara,Av. Cristóbal Colón,Point(-103.381335 20.631609),5
5 may 2025,MX,Guadalajara,Av. Cristóbal Colón,Point(-103.383009 20.629306),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.428071 20.680336),6
5 may 2025,MX,Tlaquepaque,Bobadilla,Point(-103.355955 20.573995),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.411776 20.676861),5
5 may 2025,MX,Zapopan,Av. Universidad,Point(-103.423889 20.703905),10
5 may 2025,MX,Guadalajara,Calz. Independencia Nte.,Point(-103.340214 20.678435),8
5 may 2025,MX,Guadalajara,Patria Oriente,Point(-103.267856 20.661508),5
5 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,Point(-103.300162 20.63807),5
5 may 2025,MX,Tlaquepaque,Chapala,Point(-103.384245 20.586931),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.353445 20.642828),10
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.436121 20.681979),6
5 may 2025,MX,Guadalajara,Calz. Independencia Sur,Point(-103.343087 20.672699),5
5 may 2025,MX,Guadalajara,Irineo Paz,Point(-103.318872 20.6576),5
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.348697 20.575938),6
5 may 2025,MX,Guadalajara,Av. Chapultepec,Point(-103.368756 20.674338),5
5 may 2025,MX,Zapopan,Lateral Av. Mariano Otero,Point(-103.39645 20.652047),5
5 may 2025,MX,Guadalajara,General Eulogio Parra,Point(-103.377405 20.687311),5
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.403257 20.650476),5
5 may 2025,MX,Guadalajara,Av. de las Américas,Point(-103.379771 20.710655),5
5 may 2025,MX,Zapopan,Av. Aviación,Point(-103.450987 20.73313),6
5 may 2025,MX,Zapopan,Av. Guadalupe,Point(-103.486491 20.722989),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.412639 20.677048),5
5 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,Point(-103.408317 20.741532),5
5 may 2025,MX,Guadalajara,Francisco I. Madero,Point(-103.345985 20.673641),5
5 may 2025,MX,Tlaquepaque,Fray Angélico,Point(-103.342504 20.60862),5
5 may 2025,MX,Guadalajara,San Baltazar,Point(-103.311073 20.690765),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.431299 20.681035),7
5 may 2025,MX,Tlaquepaque,Chapala,Point(-103.384693 20.585566),5
5 may 2025,MX,Guadalajara,Av. de las Américas,Point(-103.376629 20.704386),5
5 may 2025,MX,Guadalajara,Esteban Alatorre,Point(-103.33311 20.681264),5
5 may 2025,MX,Zapopan,Av. Santa Margarita,Point(-103.441106 20.729984),5
5 may 2025,MX,Guadalajara,Calz. del Federalismo Sur,Point(-103.354652 20.675195),9
5 may 2025,MX,Zapopan,Colotlán / Av. Aviación / Estadio Akron,Point(-103.45839 20.699897),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.420872 20.678844),10
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.409952 20.640305),8
5 may 2025,MX,Zapopan,Campo Alegre,Point(-103.393977 20.741224),10
5 may 2025,MX,Zapopan,Colima / Morelia / Tlajomulco,Point(-103.428508 20.614937),7
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.417463 20.690034),9
5 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,Point(-103.403499 20.670432),6
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.430058 20.68069),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.331231 20.627587),10
5 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,Point(-103.391186 20.597162),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.441611 20.684592),10
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.400733 20.654289),5
5 may 2025,MX,Guadalajara,Circunvalación Jorge Álvarez del Castillo,Point(-103.373228 20.696231),6
5 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,Point(-103.386746 20.673547),8
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.422845 20.655325),6
5 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,Point(-103.360181 20.660863),5
5 may 2025,MX,Zapopan,Periférico Sur Manuel Gómez Morín,Point(-103.422031 20.611974),7
5 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,Point(-103.367678 20.663705),5
5 may 2025,MX,Guadalajara,Colomos,Point(-103.374185 20.6944),8
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.356038 20.677159),5
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.422993 20.671735),6
5 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,Point(-103.449989 20.664408),8
5 may 2025,MX,Zapopan,Carriles Centrales,Point(-103.411964 20.674967),5
5 may 2025,MX,Zapopan,Puerto Tampico,Point(-103.460657 20.642068),5
5 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,Point(-103.375976 20.737385),6
5 may 2025,MX,Guadalajara,Félix Palavicini,Point(-103.348216 20.703772),5
5 may 2025,MX,Zapopan,Av. Aviación,Point(-103.451246 20.732284),6
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.345879 20.638937),5
5 may 2025,MX,Zapopan,Av. Las Torres,Point(-103.450929 20.65036),10
5 may 2025,MX,Zapopan,Calzada Circunvalación Poniente,Point(-103.439268 20.682692),5
5 may 2025,MX,Guadalajara,Diagonal Golfo de Cortés,Point(-103.390212 20.676728),5
5 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas Túnel,Point(-103.411045 20.674356),5
5 may 2025,MX,Zapopan,San Juan Bosco,Point(-103.417958 20.668733),5
5 may 2025,MX,Guadalajara,Hacienda de Tala,Point(-103.2705 20.687302),10
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.353869 20.677201),5
5 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,Point(-103.426911 20.716869),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.353805 20.643275),5
5 may 2025,MX,Guadalajara,Francisco I. Madero,Point(-103.347554 20.673605),5
5 may 2025,MX,Zapopan,Av. Mariano Otero,Point(-103.401213 20.649426),6
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.44026 20.683535),6
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.412968 20.745147),5
5 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,Point(-103.414712 20.677278),10
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.350913 20.64145),6
5 may 2025,MX,Guadalajara,Av. Inglaterra,Point(-103.38997 20.670598),5
5 may 2025,MX,Guadalajara,Circunvalación División del Norte,Point(-103.330603 20.697438),5
5 may 2025,MX,Guadalajara,Av. de las Américas,Point(-103.373647 20.697407),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.362922 20.647988),8
5 may 2025,MX,Guadalajara,Av. López Mateos Norte,Point(-103.3836 20.680242),5
5 may 2025,MX,Tlaquepaque,Av. Niños Héroes,Point(-103.317916 20.633583),10
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.369981 20.676842),5
5 may 2025,MX,Zapopan,José María Robles,Point(-103.4073 20.667604),7
5 may 2025,MX,Zapopan,Blvd. de los Charros,Point(-103.394769 20.736233),5
5 may 2025,MX,Guadalajara,Av. Javier Mina,Point(-103.339168 20.674822),7
5 may 2025,MX,Tlaquepaque,Alfareros,Point(-103.315079 20.634326),10
5 may 2025,MX,Tlaquepaque,Juan de la Barrera,Point(-103.33976 20.610918),5
5 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,Point(-103.328225 20.625627),6
5 may 2025,MX,Guadalajara,Av. Javier Mina,Point(-103.337253 20.674335),6
5 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,Point(-103.426908 20.689092),10
5 may 2025,MX,Zapopan,Av. Valdepeñas,Point(-103.398355 20.746895),5
5 may 2025,MX,Tlaquepaque,Av. Niños Héroes,Point(-103.316947 20.636267),6
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.411701 20.637655),7
5 may 2025,MX,Guadalajara,Av. Río Nilo,Point(-103.282207 20.644098),5
5 may 2025,MX,Tlaquepaque,Adolf B. Horn Jr.,Point(-103.363865 20.573482),10
5 may 2025,MX,Zapopan,Av. Industria Textil,Point(-103.391545 20.743658),5
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.417626 20.69001),6
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.369584 20.676851),5
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.407969 20.63148),10
5 may 2025,MX,Zapopan,Av. Patria,Point(-103.419644 20.639361),7
5 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,Point(-103.382221 20.589809),6
5 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,Point(-103.380289 20.595871),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.378842 20.656614),5
5 may 2025,MX,Guadalajara,Av. Javier Mina,Point(-103.325895 20.671207),6
5 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,Point(-103.411887 20.731013),8
5 may 2025,MX,Guadalajara,Circunvalación División del Norte,Point(-103.355925 20.707227),10
5 may 2025,MX,Guadalajara,Av. Niños Héroes,Point(-103.359071 20.666686),5
5 may 2025,MX,Tlaquepaque,Av. Niños Héroes,Point(-103.316432 20.639913),5
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.456036 20.696872),5
5 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,Point(-103.366504 20.706684),5
5 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,Point(-103.372769 20.67678),5
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.433279 20.604965),7
5 may 2025,MX,Zapopan,Av. Mariano Otero,Point(-103.415149 20.641059),5
5 may 2025,MX,Zapopan,Av. José Parres Arias,Point(-103.383119 20.733185),5
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.417599 20.748677),5
5 may 2025,MX,Zapopan,Av. Acueducto,Point(-103.407603 20.710239),5
5 may 2025,MX,Zapopan,Av. Mariano Otero,Point(-103.400558 20.649806),5
5 may 2025,MX,Zapopan,Av. Manuel Ávila Camacho,Point(-103.380552 20.715677),5
5 may 2025,MX,Guadalajara,Av. Malecón,Point(-103.269796 20.658456),5
5 may 2025,MX,Zapopan,Retorno / Fraccionamiento El Colli,Point(-103.43922 20.638896),5
5 may 2025,MX,Guadalajara,Circunvalación División del Norte,Point(-103.364008 20.705323),6
5 may 2025,MX,Guadalajara,Av. López Mateos Sur,Point(-103.389714 20.67084),6
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.408385 20.741829),6
5 may 2025,MX,Tlaquepaque,Retorno,Point(-103.304686 20.625669),5
5 may 2025,MX,Zapopan,Av. Rafael Sanzio,Point(-103.428774 20.680272),10
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.381163 20.658142),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.3758 20.655255),5
5 may 2025,MX,Zapopan,Retorno,Point(-103.412915 20.709765),9
5 may 2025,MX,Zapopan,Av. López Mateos Sur,Point(-103.428333 20.614203),5
5 may 2025,MX,Guadalajara,Santa Mónica,Point(-103.349745 20.689439),9
5 may 2025,MX,Zapopan,Av. Juan Pablo II,Point(-103.395527 20.732597),5
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.348372 20.640328),5
5 may 2025,MX,Guadalajara,Av. López Mateos Norte,Point(-103.378326 20.688153),5
5 may 2025,MX,Guadalajara,Av. Río Nilo,Point(-103.306629 20.644425),10
5 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,Point(-103.368079 20.651037),6
5 may 2025,MX,Zapopan,Prol. Río Blanco,Point(-103.383652 20.752846),5
5 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,Point(-103.28374 20.703516),6
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.43282 20.759601),5
5 may 2025,MX,Zapopan,null,Point(-103.423567 20.720782),5
5 may 2025,MX,Zapopan,Av. Juan Gil Preciado,Point(-103.411587 20.744129),5
5 may 2025,MX,Guadalajara,Julián Carrillo,Point(-103.291888 20.704132),5
5 may 2025,MX,Guadalajara,Av. Cristóbal Colón,Point(-103.389506 20.621572),9
5 may 2025,MX,Tlaquepaque,Prol. Gobernador Curiel,Point(-103.341063 20.607332),5
5 may 2025,MX,Guadalajara,Av. Cristóbal Colón,Point(-103.388899 20.622321),10
5 may 2025,MX,Zapopan,null,Point(-103.413488 20.634531),5
5 may 2025,MX,Guadalajara,Av. Río Nilo,Point(-103.287732 20.644238),6
5 may 2025,MX,Zapopan,Camino a Nextipac,Point(-103.510982 20.747209),6
5 may 2025,MX,Tlaquepaque,Prisciliano Sánchez,Point(-103.380426 20.600317),5
5 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,Point(-103.378295 20.602322),5
5 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,Point(-103.360013 20.706953),6
5 may 2025,MX,Guadalajara,null,Point(-103.392023 20.666451),5
5 may 2025,MX,Guadalajara,null,Point(-103.393136 20.666095),5
5 may 2025,MX,Guadalajara,Florencia,Point(-103.378779 20.693071),5
5 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,Point(-103.329574 20.626506),10
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.426574 20.680018),6
5 may 2025,MX,Tlaquepaque,Av. de los Artesanos,Point(-103.359006 20.584523),10
5 may 2025,MX,Zapopan,Periférico Sur Manuel Gómez Morín,Point(-103.423023 20.612348),5
5 may 2025,MX,Guadalajara,Circunvalación División del Norte,Point(-103.330276 20.697282),5
5 may 2025,MX,Zapopan,Av. Santa Margarita,Point(-103.443835 20.730191),10
5 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,Point(-103.416517 20.677822),5
5 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,Point(-103.426817 20.690352),5
